Ativo;Data;Value;Daily return;Monthly Return;Vol EWMA 97%
IMA-B 5<BraNa>;2019-06-03;6018.13688;0.016376652638;1.144630658;1.7828355433
IMA-B 5<BraNa>;2019-06-04;6020.688351;0.042396360368;1.1875123;1.756348486
IMA-B 5<BraNa>;2019-06-05;6015.644124;-0.083781566173;1.1027358174;1.7693570311
IMA-B 5<BraNa>;2019-06-06;6029.090472;0.22352299638;1.2930168539;1.8061705473
IMA-B 5<BraNa>;2019-06-07;6044.01629;0.24756334424;1.5476980721;1.8563224944
IMA-B 5<BraNa>;2019-06-10;6056.106752;0.20004019552;1.532738837;1.8700571135
IMA-B 5<BraNa>;2019-06-11;6061.177778;0.083734092004;1.6177563539;1.8445724759
IMA-B 5<BraNa>;2019-06-12;6052.863369;-0.13717480824;1.4783623914;1.8919743471
IMA-B 5<BraNa>;2019-06-13;6060.452349;0.12537834627;1.6593340359;1.8742398754
IMA-B 5<BraNa>;2019-06-14;6067.007079;0.10815578807;1.589147893;1.8515708263
IMA-B 5<BraNa>;2019-06-17;6065.121058;-0.031086513809;1.9298957044;1.8388481403
IMA-B 5<BraNa>;2019-06-18;6071.227903;0.10068793253;2.0325268091;1.8165370543
IMA-B 5<BraNa>;2019-06-19;6077.07762;0.096351464526;2.1308366429;1.7922297977
IMA-B 5<BraNa>;2019-06-21;6114.000852;0.60758203708;2.4562541388;2.324720794
IMA-B 5<BraNa>;2019-06-24;6115.493217;0.024408975878;2.3480221435;2.2931674868
IMA-B 5<BraNa>;2019-06-25;6100.089708;-0.25187680621;2.0902312141;2.4116991782
IMA-B 5<BraNa>;2019-06-26;6099.923441;-0.0027256484827;2.0874485932;2.3807213644
IMA-B 5<BraNa>;2019-06-27;6107.265299;0.12035983854;2.1577536301;2.3514596615
IMA-B 5<BraNa>;2019-06-28;6120.403978;0.21513195115;2.0673651663;2.3565367642
IMA-B 5<BraNa>;2019-07-01;6125.371229;0.081158874855;1.7985214017;2.3222837401
IMA-B 5<BraNa>;2019-07-02;6120.285237;-0.083031571648;1.7139964895;2.3186674533
IMA-B 5<BraNa>;2019-07-03;6129.902943;0.15714473466;1.8571538871;2.3016810493
IMA-B 5<BraNa>;2019-07-04;6140.711279;0.17632148665;1.9935083998;2.2909245884
IMA-B 5<BraNa>;2019-07-05;6144.53175;0.062215447542;2.1425407378;2.2542288796
IMA-B 5<BraNa>;2019-07-08;6154.27388;0.15854959165;1.8242437596;2.2376592894
IMA-B 5<BraNa>;2019-07-09;6154.772563;0.0081030357251;1.8324946142;2.2055507637
IMA-B 5<BraNa>;2019-07-10;6175.256617;0.33281577489;1.9674333673;2.2912799366
IMA-B 5<BraNa>;2019-07-11;6182.15645;0.11173354287;1.9959598025;2.2604399423
IMA-B 5<BraNa>;2019-07-12;6182.951464;0.012859816888;2.1491992642;2.2350167342
IMA-B 5<BraNa>;2019-07-15;6181.88331;-0.017275794653;1.8934580017;2.2117390571
IMA-B 5<BraNa>;2019-07-16;6179.679288;-0.03565292136;1.8571300072;2.1936680111
IMA-B 5<BraNa>;2019-07-17;6183.292581;0.058470558542;1.9483786369;2.1609578751
IMA-B 5<BraNa>;2019-07-18;6188.267243;0.080453284863;1.9277704916;2.1271723287
IMA-B 5<BraNa>;2019-07-19;6188.154772;-0.0018174877368;1.8278053851;2.0971127403
IMA-B 5<BraNa>;2019-07-22;6192.34538;0.067719831713;1.2813954379;2.0667693452
IMA-B 5<BraNa>;2019-07-23;6195.141163;0.045149015932;1.3271229913;2.0343869057
IMA-B 5<BraNa>;2019-07-24;6192.783016;-0.038064459477;1.2638359043;2.0227486784
IMA-B 5<BraNa>;2019-07-25;6187.607158;-0.083578868998;1.4346911961;2.0312161286
IMA-B 5<BraNa>;2019-07-26;6187.485155;-0.0019717314899;1.4354559504;2.0071822948
IMA-B 5<BraNa>;2019-07-29;6188.18574;0.011322612954;1.1074720271;1.9811575718
IMA-B 5<BraNa>;2019-07-30;6186.988739;-0.01934332704;1.0879144782;1.9629605646
IMA-B 5<BraNa>;2019-07-31;6180.020352;-0.11262970238;0.97405946108;1.9897679719
IMA-B 5<BraNa>;2019-08-01;6189.04775;0.1460739204;1.0395536634;1.9751589354
IMA-B 5<BraNa>;2019-08-02;6191.460506;0.038984284765;1.16294039;1.9472133086
IMA-B 5<BraNa>;2019-08-05;6173.485247;-0.29032340562;0.47120754152;2.1471673354
IMA-B 5<BraNa>;2019-08-06;6189.031746;0.25182694008;0.72422110934;2.1792977415
IMA-B 5<BraNa>;2019-08-07;6196.563143;0.12168942266;0.84679183237;2.1527883477
IMA-B 5<BraNa>;2019-08-08;6200.83978;0.069016274028;0.75664328415;2.1207161438
IMA-B 5<BraNa>;2019-08-09;6200.088753;-0.012111698288;0.73627724723;2.0967372033
IMA-B 5<BraNa>;2019-08-12;6195.129819;-0.079981661565;0.1969666926;2.1015484967
IMA-B 5<BraNa>;2019-08-13;6196.357388;0.019815065025;0.21682078659;2.0711668229
IMA-B 5<BraNa>;2019-08-14;6188.940037;-0.11970502237;0.096856218806;2.0946956159
IMA-B 5<BraNa>;2019-08-15;6190.59102;0.026676345078;0.14085853072;2.0640600611
IMA-B 5<BraNa>;2019-08-16;6201.403084;0.17465317869;0.35153597764;2.0597319247
IMA-B 5<BraNa>;2019-08-19;6197.246269;-0.067030234004;0.14691773777;2.0569439307
IMA-B 5<BraNa>;2019-08-20;6197.815004;0.0091772211817;0.15610844202;2.028876955
IMA-B 5<BraNa>;2019-08-21;6205.062602;0.11693795313;0.27322894493;2.0057700515
